,cloudCover,dewPoint,windBearing,precipProbability,windSpeed,summary,precipAccumulation,precipType,humidity,apparentTemperature,pressure,uvIndex,visibility,precipIntensity,temperature,icon,time
1361908800,0.79,-0.28,46,0,3.62,Mostly Cloudy,,,0.94,-3.36,1028.37,0,4.83,0,0.53,partly-cloudy-night,1361908800
1361912400,0.82,-0.18,46,0,4.19,Mostly Cloudy,,,0.95,-3.73,1028.53,0,4.07,0,0.55,partly-cloudy-night,1361912400
1361916000,0.82,-0.31,44,0,3.38,Mostly Cloudy,,,0.94,-3.16,1028.46,0,3.94,0,0.55,partly-cloudy-night,1361916000
1361919600,0.8,-0.44,46,0,3.17,Mostly Cloudy,,,0.93,-2.97,1028.54,0,4.33,0,0.57,partly-cloudy-night,1361919600
1361923200,0.8,-0.5,49,0,3.17,Mostly Cloudy,,,0.96,-3.66,1028.58,0,4.3,0,-0.01,partly-cloudy-night,1361923200
1361926800,0.79,-0.44,48,0,3,Mostly Cloudy,,,0.97,-3.49,1028.46,0,4.35,0,0.01,partly-cloudy-night,1361926800
1361930400,0.79,-0.38,50,0,3.23,Mostly Cloudy,,,0.94,-3.15,1028.6,0,4.49,0,0.45,partly-cloudy-night,1361930400
1361934000,0.83,-0.44,50,0,3.28,Mostly Cloudy,,,0.98,-3.86,1028.39,0,3.48,0,-0.1,partly-cloudy-night,1361934000
1361937600,0.81,-0.48,49,0,3.23,Foggy,,,0.97,-3.83,1028.52,0,3.15,0,-0.11,fog,1361937600
1361941200,0.79,-0.94,49,0,2.84,Mostly Cloudy,,,0.95,-3.58,1028.54,0,3.3,0,-0.18,partly-cloudy-night,1361941200
1361944800,0.75,-0.64,52,0,3.46,Mostly Cloudy,,,0.96,-4.05,1028.54,0,3.59,0,-0.14,partly-cloudy-day,1361944800
1361948400,0.77,-0.36,52,0,3.71,Mostly Cloudy,,,0.94,-3.51,1029.28,0,4.6,0,0.47,partly-cloudy-day,1361948400
1361952000,0.79,-0.24,55,,3.99,Mostly Cloudy,,snow,0.92,-3.22,1029.66,1,6.07,,0.86,partly-cloudy-day,1361952000
1361955600,0.77,-0.3,62,0,4,Mostly Cloudy,,,0.9,-2.86,1029.75,1,6.49,0,1.17,partly-cloudy-day,1361955600
1361959200,0.74,-0.3,61,0,3.81,Mostly Cloudy,,,0.85,-1.79,1029.82,1,7.87,0,1.92,partly-cloudy-day,1361959200
1361962800,0.72,-0.61,56,0,3.37,Mostly Cloudy,,,0.81,-1.08,1029.55,1,10.73,0,2.26,partly-cloudy-day,1361962800
1361966400,0.68,-0.78,57,0,3.8,Mostly Cloudy,,,0.79,-1.14,1029.04,1,11.27,0,2.46,partly-cloudy-day,1361966400
1361970000,0.61,-0.96,56,0,3.61,Mostly Cloudy,,,0.75,-0.26,1028.88,1,12.21,0,3.07,partly-cloudy-day,1361970000
1361973600,0.59,-1.22,57,0,3.65,Partly Cloudy,,,0.71,0.33,1028.77,1,11.88,0,3.58,partly-cloudy-day,1361973600
1361977200,0.59,-2.01,47,0,3.43,Partly Cloudy,,,0.71,-0.51,1028.76,0,12.02,0,2.76,partly-cloudy-day,1361977200
1361980800,0.61,-2.38,63,0,2.08,Mostly Cloudy,,,0.72,0.02,1028.91,0,11.44,0,2.21,partly-cloudy-day,1361980800
1361984400,0.59,-2.43,65,0,1.88,Partly Cloudy,,,0.76,-0.86,1029.38,0,10.67,0,1.24,partly-cloudy-night,1361984400
1361988000,0.54,-2.73,69,0,1.81,Partly Cloudy,,,0.77,-1.28,1029.63,0,9.74,0,0.81,partly-cloudy-night,1361988000
1361991600,0.51,-3.16,65,0,1.93,Partly Cloudy,,,0.78,-2.03,1029.68,0,9.72,0,0.29,partly-cloudy-night,1361991600
1361995200,0.49,-3.29,77,0,2.2,Partly Cloudy,,,0.8,-2.95,1029.85,0,9.58,0,-0.22,partly-cloudy-night,1361995200
1361998800,0.58,-3.29,64,0,2.07,Partly Cloudy,,,0.83,-3.37,1030.09,0,7.23,0,-0.71,partly-cloudy-night,1361998800
1362002400,0.59,-3.55,68,0,2.21,Partly Cloudy,,,0.83,-3.87,1030.24,0,7.15,0,-0.99,partly-cloudy-night,1362002400
1362006000,0.55,-3.61,66,0,1.94,Partly Cloudy,,,0.86,-4.14,1030.37,0,6.52,0,-1.51,partly-cloudy-night,1362006000
1362009600,0.36,-4.05,65,0,1.72,Partly Cloudy,,,0.86,-4.38,1030.43,0,5.7,0,-1.99,partly-cloudy-night,1362009600
1362013200,0.21,-2.66,117,0,0.76,Clear,,,0.89,-1.02,1030.14,0,5.25,0,-1.02,clear-night,1362013200
1362016800,0.18,-4.61,78,0,0.55,Clear,,,0.88,-2.84,1029.79,0,5.17,0,-2.84,clear-night,1362016800
1362020400,0.21,-4.68,94,0,0.73,Clear,,,0.87,-2.88,1029.34,0,4.88,0,-2.88,clear-night,1362020400
1362024000,0.17,-5.03,211,0,0.53,Foggy,,,0.87,-3.24,1029.23,0,2.67,0,-3.24,fog,1362024000
1362027600,0.2,-5.64,239,0,0.42,Foggy,,,0.86,-3.66,1029.2,0,2.61,0,-3.66,fog,1362027600
1362031200,0.17,-5.44,276,0,0.29,Clear,,,0.87,-3.54,1029.27,0,4.22,0,-3.54,clear-day,1362031200
1362034800,0.22,-4.08,302,0,0.57,Clear,,,0.88,-2.38,1029.2,1,4.54,0,-2.38,clear-day,1362034800
1362038400,0.19,-3.44,246,0,0.76,Clear,,,0.86,-1.43,1029.01,1,4.7,0,-1.43,clear-day,1362038400
1362042000,0.37,-1.68,280,0,0.5,Partly Cloudy,,,0.83,0.9,1028.36,1,5.83,0,0.9,partly-cloudy-day,1362042000
1362045600,0.35,-1.02,245,0,0.71,Partly Cloudy,,,0.78,2.49,1027.74,2,7.02,0,2.49,partly-cloudy-day,1362045600
1362049200,0.34,-2.18,274,0,0.72,Partly Cloudy,,,0.65,3.87,1026.79,2,10.59,0,3.87,partly-cloudy-day,1362049200
1362052800,0.29,-2.65,264,0,1.6,Partly Cloudy,,,0.59,3.55,1025.68,2,11.78,0,4.77,partly-cloudy-day,1362052800
1362056400,0.34,-2.29,237,0,1.68,Partly Cloudy,,,0.59,3.75,1025.07,1,11.73,0,5.02,partly-cloudy-day,1362056400
1362060000,0.21,-1.98,250,0,3.23,Clear,,,0.6,2.43,1024.32,1,11.52,0,5.08,clear-day,1362060000
1362063600,0.21,-1.68,244,0,3.45,Clear,,,0.66,1.22,1023.97,1,10.03,0,4.19,clear-day,1362063600
1362067200,0.23,-1.69,247,0,3.17,Clear,,,0.71,0.12,1023.54,0,8.18,0,3.13,clear-day,1362067200
1362070800,0.17,-2.36,243,0,2.3,Clear,,,0.78,-1.5,1023.49,0,8.26,0,1.11,clear-night,1362070800
1362074400,0.12,-2.48,246,0,2.87,Clear,,,0.82,-3.02,1023.17,0,7.69,0,0.3,clear-night,1362074400
1362078000,0.03,-3.04,246,0,2.76,Clear,,,0.8,-3.27,1022.78,0,7.32,0,0.01,clear-night,1362078000
1362081600,0.06,-3.43,249,0,2.53,Clear,,,0.83,-4.1,1022.28,0,7.15,0,-0.88,clear-night,1362081600
1362085200,0.13,-3.48,260,0,3.17,Clear,,,0.83,-4.91,1021.93,0,4.73,0,-1.05,clear-night,1362085200
1362088800,0.32,-3.03,254,0,2.97,Partly Cloudy,,,0.83,-4.17,1021.38,0,5.05,0,-0.58,partly-cloudy-night,1362088800
1362092400,0.56,-2.78,254,0,3.42,Partly Cloudy,,,0.85,-4.58,1020.72,0,5.47,0,-0.6,partly-cloudy-night,1362092400
1362096000,0.61,-2.99,264,0,4.16,Mostly Cloudy,,,0.79,-4.11,1020.14,0,5.91,0,0.23,partly-cloudy-night,1362096000
1362099600,0.62,-3.02,271,0,3.76,Mostly Cloudy,,,0.79,-3.91,1019.23,0,6.53,0,0.17,partly-cloudy-night,1362099600
1362103200,0.62,-3.02,264,0,4.21,Mostly Cloudy,,,0.82,-4.92,1018.77,0,6.49,0,-0.39,partly-cloudy-night,1362103200
1362106800,0.69,-2.74,265,0,4.02,Mostly Cloudy,,,0.85,-4.92,1018.51,0,6.47,0,-0.5,partly-cloudy-night,1362106800
1362110400,0.75,-3.11,258,0,3.76,Mostly Cloudy,,,0.83,-4.89,1018.28,0,5.86,0,-0.63,partly-cloudy-night,1362110400
1362114000,0.74,-2.71,270,0,3.71,Mostly Cloudy,,,0.87,-5,1017.81,0,6.53,0,-0.76,partly-cloudy-night,1362114000
1362117600,0.76,-2.81,276,0,4.52,Mostly Cloudy,,,0.83,-5.01,1017.9,0,7.03,0,-0.31,partly-cloudy-day,1362117600
1362121200,0.78,-1.96,285,0,4.12,Mostly Cloudy,,,0.86,-4.31,1018.26,0,6.57,0,0.05,partly-cloudy-day,1362121200
1362124800,0.76,-1.69,280,0,4.16,Mostly Cloudy,,,0.9,-4.62,1018.46,1,6.32,0,-0.18,partly-cloudy-day,1362124800
1362128400,0.8,-1.42,282,0,4.78,Mostly Cloudy,,,0.89,-4.49,1018.58,1,5.52,0,0.24,partly-cloudy-day,1362128400
1362132000,0.84,-1.16,291,0,4.79,Mostly Cloudy,,,0.9,-4.41,1018.7,1,4.91,0,0.31,partly-cloudy-day,1362132000
1362135600,0.83,-0.73,282,0,4.9,Mostly Cloudy,,,0.89,-3.81,1018.71,1,7.39,0,0.84,partly-cloudy-day,1362135600
1362139200,0.81,-1.45,286,0,4.53,Mostly Cloudy,,,0.86,-3.94,1018.39,1,8.53,0,0.56,partly-cloudy-day,1362139200
1362142800,0.82,-2.41,286,0,4.74,Mostly Cloudy,,,0.81,-4.08,1018.08,1,9.7,0,0.54,partly-cloudy-day,1362142800
1362146400,0.79,-2.77,286,0,4.19,Mostly Cloudy,,,0.8,-4.09,1017.85,1,10.65,0,0.27,partly-cloudy-day,1362146400
1362150000,0.77,-3.21,281,0,4.08,Mostly Cloudy,,,0.79,-4.29,1017.72,0,11.06,0,0.03,partly-cloudy-day,1362150000
1362153600,0.77,-3.21,281,0,3.75,Mostly Cloudy,,,0.81,-4.46,1017.81,0,10.33,0,-0.29,partly-cloudy-day,1362153600
1362157200,0.75,-3.32,284,0,3.72,Mostly Cloudy,,,0.81,-4.75,1018.27,0,10.4,0,-0.55,partly-cloudy-night,1362157200
1362160800,0.72,-3.52,283,0,3.7,Mostly Cloudy,,,0.84,-5.52,1018.76,0,10.35,0,-1.19,partly-cloudy-night,1362160800
1362164400,0.54,-4.01,279,0,3.84,Partly Cloudy,,,0.82,-5.86,1018.77,0,10.4,0,-1.38,partly-cloudy-night,1362164400
1362168000,0.75,-3.97,288,0,4.36,Mostly Cloudy,,,0.83,-6.31,1019.2,0,10.35,0,-1.44,partly-cloudy-night,1362168000
1362171600,0.76,-4.04,289,0,3.82,Mostly Cloudy,,,0.84,-6.18,1019.41,0,9.82,0,-1.65,partly-cloudy-night,1362171600
1362175200,0.74,-4.05,294,0,3.76,Mostly Cloudy,,,0.85,-6.34,1019.51,0,8.43,0,-1.82,partly-cloudy-night,1362175200
1362178800,0.73,-4.48,296,0,4.77,Mostly Cloudy,,,0.82,-7.14,1019.56,0,9.72,0,-1.89,partly-cloudy-night,1362178800
1362182400,0.5,-4.37,301,0,4.3,Partly Cloudy,,,0.86,-7.4,1019.98,0,9.41,0,-2.36,partly-cloudy-night,1362182400
1362186000,0.53,-4.46,305,0,3.81,Partly Cloudy,,,0.86,-7.13,1019.87,0,9.61,0,-2.44,partly-cloudy-night,1362186000
1362189600,0.52,-4.82,296,0,4.8,Partly Cloudy,,,0.87,-8.47,1020.24,0,10.22,0,-2.94,partly-cloudy-night,1362189600
1362193200,0.75,-4.85,301,0,4.08,Mostly Cloudy,,,0.85,-7.67,1020.57,0,10.32,0,-2.71,partly-cloudy-night,1362193200
1362196800,0.71,-4.93,300,0,4.83,Mostly Cloudy,,,0.86,-8.38,1020.8,0,10.28,0,-2.86,partly-cloudy-night,1362196800
1362200400,0.57,-5.34,296,0,4.3,Partly Cloudy,,,0.86,-8.62,1021.22,0,10.9,0,-3.34,partly-cloudy-night,1362200400
1362204000,0.51,-5.33,303,0,4.56,Partly Cloudy,,,0.86,-8.86,1021.71,0,10.25,0,-3.38,partly-cloudy-day,1362204000
1362207600,0.69,-5.11,305,0,3.93,Mostly Cloudy,,,0.82,-7.28,1022.14,0,10.59,0,-2.48,partly-cloudy-day,1362207600
1362211200,0.48,-4.89,299,0,3.03,Partly Cloudy,,,0.78,-5.36,1022.26,1,11.31,0,-1.52,partly-cloudy-day,1362211200
1362214800,0.66,-4.71,280,0,3.86,Mostly Cloudy,,,0.73,-4.82,1022.22,1,11.52,0,-0.52,partly-cloudy-day,1362214800
1362218400,0.6,-4.04,266,0,3.18,Mostly Cloudy,,,0.72,-3.09,1022.25,2,11.6,0,0.47,partly-cloudy-day,1362218400
1362222000,0.67,-4.14,263,0,3.92,Mostly Cloudy,,,0.7,-3.4,1021.95,2,11.62,0,0.67,partly-cloudy-day,1362222000
1362225600,0.65,-4.67,270,0,4.44,Mostly Cloudy,,,0.64,-2.89,1021.36,1,11.8,0,1.36,partly-cloudy-day,1362225600
1362229200,0.72,-5.08,275,0,3.4,Mostly Cloudy,,,0.59,-1.33,1020.86,1,13.15,0,2.07,partly-cloudy-day,1362229200
1362232800,0.68,-5.22,276,0,4.88,Mostly Cloudy,,,0.6,-2.58,1020.35,1,13.16,0,1.81,partly-cloudy-day,1362232800
1362236400,0.48,-5.81,281,0,3.84,Partly Cloudy,,,0.59,-2.64,1020.15,0,13.21,0,1.25,partly-cloudy-day,1362236400
1362240000,0.44,-5.98,268,0,3.85,Partly Cloudy,,,0.63,-3.82,1020.03,0,13.55,0,0.3,partly-cloudy-day,1362240000
1362243600,0.35,-6.07,261,0,2.69,Partly Cloudy,,,0.68,-4.29,1020.33,0,11.62,0,-0.91,partly-cloudy-night,1362243600
1362247200,0.3,-6.04,265,0,2.45,Partly Cloudy,,,0.73,-5.06,1020.31,0,11.51,0,-1.77,partly-cloudy-night,1362247200
1362250800,0.24,-6.04,250,0,2.12,Clear,,,0.75,-5.13,1019.91,0,11.89,0,-2.16,clear-night,1362250800
1362254400,0.08,-6.63,251,0,2.15,Clear,,,0.74,-5.63,1019.63,0,11.14,0,-2.56,clear-night,1362254400
1362258000,0.01,-6.53,261,0,2.68,Clear,,,0.77,-6.96,1019.54,0,10.09,0,-3.16,clear-night,1362258000
1362261600,0,-6.72,256,0,3.22,Clear,,,0.71,-6.4,1019.05,0,10.36,0,-2.24,clear-night,1362261600
1362265200,0.06,-6.76,243,0,3.03,Clear,,,0.72,-6.33,1018.71,0,9.66,0,-2.33,clear-night,1362265200
1362268800,0.08,-6.81,252,0,3.71,Clear,,,0.73,-7.32,1018.42,0,9.99,0,-2.67,clear-night,1362268800
1362272400,0.29,-7,258,0,4.83,Partly Cloudy,,,0.71,-7.82,1017.72,0,10.99,0,-2.41,partly-cloudy-night,1362272400
1362276000,0.25,-7.19,256,0,4.43,Partly Cloudy,,,0.72,-8.18,1017.15,0,11.36,0,-2.92,partly-cloudy-night,1362276000
1362279600,0.13,-7.3,262,0,4.3,Clear,,,0.72,-8.19,1016.69,0,11.33,0,-3,clear-night,1362279600
1362283200,0.15,-7.09,257,0,5.04,Clear,,,0.7,-7.83,1016.55,0,11.57,0,-2.31,clear-night,1362283200
1362286800,0.4,-7.62,267,0,5.99,Partly Cloudy,,,0.65,-7.94,1016.18,0,11.76,0,-1.97,partly-cloudy-night,1362286800
1362290400,0.51,-7.16,268,0,5.84,Partly Cloudy,,,0.67,-7.68,1016.44,0,11.65,0,-1.83,partly-cloudy-day,1362290400
1362294000,0.49,-6.84,267,0,6.51,Partly Cloudy,,,0.63,-6.62,1016.73,1,12.5,0,-0.73,partly-cloudy-day,1362294000
1362297600,0.61,-5.72,275,0,6.59,Mostly Cloudy,,,0.66,-5.9,1016.9,1,11.97,0,-0.13,partly-cloudy-day,1362297600
1362301200,0.7,-5.46,281,0,6.8,Mostly Cloudy,,,0.64,-5.13,1017.06,1,12.38,0,0.54,partly-cloudy-day,1362301200
1362304800,0.73,-4.58,277,0,7.28,Mostly Cloudy,,,0.67,-4.92,1017.44,2,10.98,0,0.86,partly-cloudy-day,1362304800
1362308400,0.69,-5.08,278,0,6.41,Mostly Cloudy,,,0.65,-4.68,1017.47,2,12.63,0,0.76,partly-cloudy-day,1362308400
1362312000,0.71,-5.04,274,0,6.06,Mostly Cloudy,,,0.65,-4.53,1017.35,1,13.12,0,0.75,partly-cloudy-day,1362312000
1362315600,0.72,-4.86,277,0,5.53,Mostly Cloudy,,,0.66,-4.31,1017.41,1,12.42,0,0.71,partly-cloudy-day,1362315600
1362319200,0.72,-4.64,283,0,5.21,Mostly Cloudy,,,0.68,-4.37,1017.44,1,12.13,0,0.53,partly-cloudy-day,1362319200
1362322800,0.69,-4.8,287,0,3.85,Mostly Cloudy,,,0.69,-3.89,1017.68,0,11.67,0,0.23,partly-cloudy-day,1362322800
1362326400,0.69,-5.12,284,0,3.67,Mostly Cloudy,,,0.68,-4.05,1018.13,0,12.31,0,0,partly-cloudy-day,1362326400
1362330000,0.74,-5.03,290,0,2.92,Mostly Cloudy,,,0.74,-4.52,1018.83,0,11.38,0,-0.91,partly-cloudy-night,1362330000
1362333600,0.69,-5.05,305,0,2.99,Mostly Cloudy,,,0.79,-5.85,1019.51,0,11.17,0,-1.97,partly-cloudy-night,1362333600
1362337200,0.71,-5.08,303,0,2.49,Mostly Cloudy,,,0.75,-4.49,1020.11,0,10.91,0,-1.25,partly-cloudy-night,1362337200
1362340800,0.72,-5.27,289,0,2.79,Mostly Cloudy,,,0.77,-5.38,1020.69,0,10.85,0,-1.73,partly-cloudy-night,1362340800
1362344400,0.78,-5.14,288,0,3.48,Mostly Cloudy,,,0.79,-6.32,1021.08,0,10.33,0,-1.99,partly-cloudy-night,1362344400
1362348000,0.76,-5.28,289,0,3.69,Mostly Cloudy,,,0.77,-6.28,1021.2,0,9.96,0,-1.82,partly-cloudy-night,1362348000
1362351600,0.67,-5.29,297,0,4.03,Mostly Cloudy,,,0.78,-6.76,1021.43,0,10.03,0,-2,partly-cloudy-night,1362351600
1362355200,0.39,-5.43,303,0,3.77,Partly Cloudy,,,0.81,-7.31,1022.04,0,9.66,0,-2.61,partly-cloudy-night,1362355200
1362358800,0.39,-5.6,306,0,2.76,Partly Cloudy,,,0.84,-7.21,1022.43,0,8.85,0,-3.29,partly-cloudy-night,1362358800
1362362400,0.14,-6.11,307,0,2.03,Clear,,,0.85,-7.13,1022.68,0,8.98,0,-3.97,clear-night,1362362400
1362366000,0.13,-6.04,303,0,1.95,Clear,,,0.88,-7.48,1023.03,0,8.95,0,-4.37,clear-night,1362366000
1362369600,0.08,-7.08,339,0,1.64,Clear,,,0.87,-8.09,1023.62,0,9.56,0,-5.33,clear-night,1362369600
1362373200,0.16,-7.29,323,0,1.74,Clear,,,0.88,-8.53,1024.36,0,8.79,0,-5.57,clear-night,1362373200
1362376800,0.2,-6.41,316,0,1.44,Clear,,,0.87,-6.93,1025.04,0,9.59,0,-4.62,clear-day,1362376800
1362380400,0.2,-5.81,305,0,2.15,Clear,,,0.8,-6.01,1025.53,1,10.2,0,-2.88,clear-day,1362380400
1362384000,0.3,-5.36,298,0,1.86,Partly Cloudy,,,0.75,-3.98,1025.89,1,12.15,0,-1.47,partly-cloudy-day,1362384000
1362387600,0.32,-5.58,302,0,1.52,Partly Cloudy,,,0.65,-1.57,1026.05,2,12.73,0,0.18,partly-cloudy-day,1362387600
1362391200,0.32,-7.13,311,0,1.28,Partly Cloudy,,,0.54,1.06,1026.38,2,13.42,0,1.06,partly-cloudy-day,1362391200
1362394800,0.3,-8.14,304,0,1.56,Partly Cloudy,,,0.46,0.82,1026.26,2,13.7,0,2.32,partly-cloudy-day,1362394800
1362398400,0.31,-8.43,295,0,1.61,Partly Cloudy,,,0.43,1.59,1026.02,2,13.78,0,3.07,partly-cloudy-day,1362398400
1362402000,0.25,-9.04,285,0,0.96,Partly Cloudy,,,0.4,3.32,1026,1,13.66,0,3.32,partly-cloudy-day,1362402000
1362405600,0.26,-9.14,311,0,0.46,Partly Cloudy,,,0.4,3.26,1025.96,1,13.7,0,3.26,partly-cloudy-day,1362405600
1362409200,0.27,-9.36,182,0,0.18,Partly Cloudy,,,0.41,2.56,1025.94,1,13.15,0,2.56,partly-cloudy-day,1362409200
1362412800,0.3,-9.79,220,0,0.23,Partly Cloudy,,,0.43,1.54,1026.01,0,13.15,0,1.54,partly-cloudy-day,1362412800
1362416400,0.31,-8.79,165,0,0.82,Partly Cloudy,,,0.56,-1.07,1026.63,0,12.86,0,-1.07,partly-cloudy-night,1362416400
1362420000,0.12,-8.23,141,0,0.54,Clear,,,0.65,-2.48,1027.17,0,10.77,0,-2.48,clear-night,1362420000
1362423600,0.09,-8.36,180,0,0.74,Clear,,,0.67,-3.17,1027.43,0,9.67,0,-3.17,clear-night,1362423600
1362427200,0.04,-8.62,167,0,0.87,Clear,,,0.67,-3.39,1027.84,0,9.3,0,-3.39,clear-night,1362427200
1362430800,0,-9.02,182,0,1.04,Clear,,,0.67,-3.89,1027.96,0,8.13,0,-3.89,clear-night,1362430800
1362434400,0,-8.97,185,0,1.33,Clear,,,0.71,-4.57,1027.65,0,8.19,0,-4.57,clear-night,1362434400
1362438000,0,-8.98,188,0,1.57,Clear,,,0.72,-7.23,1027.52,0,8.58,0,-4.69,clear-night,1362438000
1362441600,0,-8.84,194,0,3.1,Clear,,,0.73,-9.33,1027.55,0,8.67,0,-4.77,clear-night,1362441600
1362445200,0,-8.86,182,0,1.53,Clear,,,0.76,-7.9,1027.16,0,8.61,0,-5.34,clear-night,1362445200
1362448800,0.02,-9.34,177,0,1.63,Clear,,,0.75,-8.39,1026.64,0,8.37,0,-5.62,clear-night,1362448800
1362452400,0.02,-9.36,185,0,1.53,Clear,,,0.76,-8.47,1026.36,0,8.69,0,-5.83,clear-night,1362452400
1362456000,0,-9.27,179,0,1.6,Clear,,,0.76,-8.52,1026.01,0,8.22,0,-5.77,clear-night,1362456000
1362459600,0.09,-9.19,175,0,2.03,Clear,,,0.75,-8.87,1025.85,0,9.14,0,-5.48,clear-night,1362459600
1362463200,0.17,-8.26,181,0,1.98,Clear,,,0.73,-7.18,1025.77,0,10.85,0,-4.08,clear-day,1362463200
1362466800,0.16,-8.04,158,0,1.77,Clear,,,0.59,-3.47,1025.37,1,11.2,0,-1.15,clear-day,1362466800
1362470400,0.25,-7.32,171,0,2.08,Partly Cloudy,,,0.53,-1.07,1024.6,1,12.6,0,1.28,partly-cloudy-day,1362470400
1362474000,0.2,-7.94,184,0,2.86,Clear,,,0.41,1.59,1023.63,2,12.91,0,4.14,clear-day,1362474000
1362477600,0.05,-8.65,159,0,2.55,Clear,,,0.36,3.18,1022.91,2,12.78,0,5.27,clear-day,1362477600
1362481200,0.06,-8.37,181,0,2.5,Clear,,,0.33,5.17,1021.98,3,12.91,0,6.92,clear-day,1362481200
1362484800,0.06,-8.33,189,0,2.63,Clear,,,0.3,6.57,1020.87,2,12.91,0,8.18,clear-day,1362484800
1362488400,0.06,-8.58,183,0,2.57,Clear,,,0.29,7.05,1020.01,2,13.07,0,8.54,clear-day,1362488400
1362492000,0.05,-8.42,189,0,3.25,Clear,,,0.29,6.77,1019.03,1,13.15,0,8.67,clear-day,1362492000
1362495600,0.06,-8.11,196,0,4.06,Clear,,,0.3,6.02,1018.35,1,13.15,0,8.42,clear-day,1362495600
1362499200,0.05,-9.43,178,0,3.53,Clear,,,0.31,3.95,1018.13,0,13.15,0,6.48,clear-day,1362499200
1362502800,0.07,-9.87,171,0,3.6,Clear,,,0.33,2.44,1018.12,0,12.84,0,5.28,clear-night,1362502800
1362506400,0.06,-9.03,180,0,3.11,Clear,,,0.41,0.12,1018.05,0,12.68,0,3.08,clear-night,1362506400
1362510000,0.06,-8.86,193,0,2.82,Clear,,,0.45,-1.04,1018.05,0,12.68,0,1.92,clear-night,1362510000
1362513600,0.06,-8.67,185,0,2.82,Clear,,,0.48,-2.07,1017.98,0,12.63,0,1.06,clear-night,1362513600
1362517200,0,-8.13,189,0,2.81,Clear,,,0.53,-3.02,1017.72,0,11.99,0,0.27,clear-night,1362517200
1362520800,0,-8.09,189,0,2.32,Clear,,,0.53,-2.5,1017.2,0,12.04,0,0.28,clear-night,1362520800
1362524400,0,-7.74,190,0,2.67,Clear,,,0.56,-3.36,1016.78,0,12.04,0,-0.14,clear-night,1362524400
1362528000,0,-7.69,190,0,2.51,Clear,,,0.59,-3.71,1016.59,0,12.18,0,-0.57,clear-night,1362528000
1362531600,0,-7.09,188,0,2.7,Clear,,,0.6,-3.65,1016.1,0,12.04,0,-0.36,clear-night,1362531600
1362535200,0,-6.8,173,1,2.83,Light Snow,0.193,snow,0.6,-3.33,1015.47,0,12.18,0.254,0.01,snow,1362535200
1362538800,0.07,-6.84,182,0,2.75,Clear,,,0.6,-3.37,1014.95,0,12.18,0,-0.08,clear-night,1362538800
1362542400,0.12,-7.04,167,0,2.68,Clear,,,0.61,-3.68,1014.48,0,12.23,0,-0.4,clear-night,1362542400
1362546000,0.24,-7.17,176,0,2.92,Clear,,,0.6,-3.95,1014.12,0,12.44,0,-0.43,clear-night,1362546000
1362549600,0.4,-5.32,172,0,2.78,Partly Cloudy,,,0.61,-1.6,1013.84,0,12.86,0,1.42,partly-cloudy-day,1362549600
1362553200,0.4,-5.29,181,0,3.54,Partly Cloudy,,,0.53,0.19,1013.13,1,12.91,0,3.41,partly-cloudy-day,1362553200
1362556800,0.43,-4.72,174,0,3.65,Partly Cloudy,,,0.47,2.76,1012.43,1,12.75,0,5.57,partly-cloudy-day,1362556800
1362560400,0.43,-4.13,189,0,3.59,Partly Cloudy,,,0.41,6.37,1011.6,2,13.12,0,8.5,partly-cloudy-day,1362560400
1362564000,0.44,-2.22,196,0,6.67,Partly Cloudy,,,0.44,6.43,1010.79,2,13.15,0,9.53,partly-cloudy-day,1362564000
1362567600,0.39,-0.71,197,0,7.29,Partly Cloudy,,,0.46,10.46,1010,2,13.16,0,10.46,partly-cloudy-day,1362567600
1362571200,0.41,-0.37,196,0,6.54,Partly Cloudy,,,0.46,10.73,1009.06,2,13.7,0,10.73,partly-cloudy-day,1362571200
1362574800,0.4,-0.43,200,0,5.87,Partly Cloudy,,,0.46,10.66,1008.49,1,13.7,0,10.66,partly-cloudy-day,1362574800
1362578400,0.42,0.45,219,0,6.52,Partly Cloudy,,,0.51,10.16,1008.19,1,13.1,0,10.16,partly-cloudy-day,1362578400
1362582000,0.45,0.64,214,0,5.79,Partly Cloudy,,,0.55,6.31,1008.14,0,11.89,0,9.21,partly-cloudy-day,1362582000
1362585600,0.47,0.57,205,0,4.4,Partly Cloudy,,,0.61,4.98,1008.39,0,12.3,0,7.69,partly-cloudy-day,1362585600
1362589200,0.48,0.72,211,0,3.6,Partly Cloudy,,,0.64,4.68,1008.78,0,12.25,0,7.12,partly-cloudy-night,1362589200
1362592800,0.44,0.29,205,0,2.75,Partly Cloudy,,,0.69,3.43,1009.02,0,11.88,0,5.62,partly-cloudy-night,1362592800
1362596400,0.42,0.41,200,0,3.08,Partly Cloudy,,,0.72,2.39,1009.04,0,11.65,0,4.96,partly-cloudy-night,1362596400
1362600000,0.46,0.18,198,0,2.96,Partly Cloudy,,,0.78,1.02,1008.96,0,9.82,0,3.73,partly-cloudy-night,1362600000
1362603600,0.66,1.14,198,0,5.39,Mostly Cloudy,,,0.81,0,1008.86,0,8.5,0,4.08,partly-cloudy-night,1362603600
1362607200,0.67,1.21,190,0,2.49,Mostly Cloudy,,,0.79,2.29,1008.4,0,8.55,0,4.48,partly-cloudy-night,1362607200
