,cloudCover,dewPoint,windBearing,precipProbability,windSpeed,summary,precipAccumulation,precipType,humidity,apparentTemperature,pressure,uvIndex,visibility,precipIntensity,temperature,icon,time
1362610800,0.61,1.27,193,0,2.07,Mostly Cloudy,,,0.78,3.04,1008.21,0,8.34,0,4.77,partly-cloudy-night,1362610800
1362614400,0.44,0.98,183,0,1.48,Partly Cloudy,,,0.81,2.84,1008.02,0,8.79,0,4.01,partly-cloudy-night,1362614400
1362618000,0.47,0.96,181,0,2.08,Partly Cloudy,,,0.86,1.11,1007.58,0,8.79,0,3.14,partly-cloudy-night,1362618000
1362621600,0.71,1.61,171,0,1.62,Mostly Cloudy,,,0.84,2.73,1007.17,0,8.9,0,4.07,partly-cloudy-night,1362621600
1362625200,0.75,1.62,175,0,1.35,Mostly Cloudy,,,0.85,2.91,1006.84,0,8.85,0,3.91,partly-cloudy-night,1362625200
1362628800,0.79,1.78,174,0,1.42,Mostly Cloudy,,,0.85,3.09,1006.78,0,8.88,0,4.14,partly-cloudy-night,1362628800
1362632400,0.84,2.02,172,0,1.6,Mostly Cloudy,,,0.84,3.22,1006.64,0,9.14,0,4.48,partly-cloudy-night,1362632400
1362636000,0.87,2.45,175,0,1.77,Mostly Cloudy,,,0.85,3.39,1006.8,0,7.95,0,4.81,partly-cloudy-day,1362636000
1362639600,0.8,2.77,138,0,1.63,Mostly Cloudy,,,0.86,3.63,1006.99,0,7.26,0,4.87,partly-cloudy-day,1362639600
1362643200,0.86,3.87,131,0,1.7,Mostly Cloudy,,,0.89,4.32,1006.87,1,7.02,0,5.54,partly-cloudy-day,1362643200
1362646800,0.84,4.55,124,0,1.58,Mostly Cloudy,,,0.88,5.52,1006.46,1,6.87,0,6.47,partly-cloudy-day,1362646800
1362650400,0.82,4.76,126,0,1.6,Mostly Cloudy,,,0.87,5.9,1006.32,2,6.74,0,6.82,partly-cloudy-day,1362650400
1362654000,0.84,5.05,125,0,1.98,Mostly Cloudy,,,0.85,6.24,1005.94,2,7.08,0,7.45,partly-cloudy-day,1362654000
1362657600,0.85,5.21,124,0,2.62,Mostly Cloudy,,,0.81,6.61,1005.31,1,7.81,0,8.21,partly-cloudy-day,1362657600
1362661200,0.83,4.94,123,0,1.67,Mostly Cloudy,,,0.82,6.9,1005.06,1,8.4,0,7.75,partly-cloudy-day,1362661200
1362664800,0.85,4.74,100,0,1.82,Mostly Cloudy,,,0.85,6.01,1004.95,1,8.48,0,7.12,partly-cloudy-day,1362664800
1362668400,0.87,4.77,115,0,2.03,Mostly Cloudy,,,0.87,5.38,1004.94,0,7.35,0,6.75,partly-cloudy-day,1362668400
1362672000,0.87,4.76,112,0,2.11,Mostly Cloudy,,,0.9,4.68,1004.97,0,5.92,0,6.21,partly-cloudy-day,1362672000
1362675600,0.86,4.6,99,0,1.79,Mostly Cloudy,,,0.91,4.65,1005.21,0,4.51,0,5.92,partly-cloudy-night,1362675600
1362679200,0.86,4.21,120,0,1.48,Mostly Cloudy,,,0.91,4.67,1005.52,0,4.26,0,5.61,partly-cloudy-night,1362679200
1362682800,0.86,4.17,96,0,1.67,Mostly Cloudy,,,0.92,4.22,1005.74,0,4.2,0,5.42,partly-cloudy-night,1362682800
1362686400,0.85,4.13,94,0,1.16,Mostly Cloudy,,,0.92,5.29,1005.7,0,3.86,0,5.29,partly-cloudy-night,1362686400
1362690000,0.83,4.12,106,0,0.85,Mostly Cloudy,,,0.93,5.09,1005.85,0,3.7,0,5.09,partly-cloudy-night,1362690000
1362693600,0.85,4.08,86,0,1.51,Mostly Cloudy,,,0.96,3.47,1005.8,0,3.52,0,4.59,partly-cloudy-night,1362693600
1362697200,0.83,4.05,87,0,1.39,Foggy,,,0.97,3.54,1005.64,0,3.04,0,4.51,fog,1362697200
1362700800,0.85,3.99,85,0,1.57,Foggy,,,0.97,3.26,1005.79,0,3.06,0,4.48,fog,1362700800
1362704400,0.85,3.96,75,0,1.61,Foggy,,,0.97,3.11,1005.82,0,2.99,0,4.39,fog,1362704400
1362708000,0.85,3.88,78,0,2.11,Foggy,,,0.97,2.41,1005.79,0,2.95,0,4.28,fog,1362708000
1362711600,0.85,3.73,77,0,1.86,Foggy,,,0.97,2.46,1005.92,0,2.57,0,4.09,fog,1362711600
1362715200,0.85,3.19,76,0,3.42,Foggy,,,0.95,0.91,1005.95,0,2.46,0,3.92,fog,1362715200
1362718800,0.83,2.67,65,0,3.71,Foggy,,,0.98,-0.47,1006.13,0,2.95,0,2.95,fog,1362718800
1362722400,0.83,2.22,59,0,3.48,Foggy,,,0.98,-0.91,1006.65,0,3.14,0,2.46,fog,1362722400
1362726000,0.94,2.06,64,0,3.4,Overcast,,,0.98,-1.06,1007.26,0,3.41,0,2.29,cloudy,1362726000
1362729600,0.94,2.12,73,0,3.59,Overcast,,,0.98,-1.04,1007.45,1,4.39,0,2.41,cloudy,1362729600
1362733200,0.94,2.12,71,0,3.98,Overcast,,,0.96,-1.01,1007.74,1,4.92,0,2.66,cloudy,1362733200
1362736800,0.83,2.21,69,0,3.8,Mostly Cloudy,,,0.95,-0.5,1007.52,2,6.76,0,2.98,partly-cloudy-day,1362736800
1362740400,0.83,2.24,71,0,3.33,Mostly Cloudy,,,0.94,-0.04,1007.62,2,7.37,0,3.09,partly-cloudy-day,1362740400
1362744000,0.83,2.22,69,0,3.14,Mostly Cloudy,,,0.95,-0.06,1007.36,2,6.18,0,2.96,partly-cloudy-day,1362744000
1362747600,0.82,2.19,67,0,3.33,Mostly Cloudy,,,0.95,-0.18,1006.96,1,5.23,0,2.97,partly-cloudy-day,1362747600
1362751200,0.83,2.01,68,0,2.99,Mostly Cloudy,,,0.94,-0.09,1006.95,1,4.83,0,2.83,partly-cloudy-day,1362751200
1362754800,0.82,1.84,61,0,2.53,Mostly Cloudy,,,0.95,-0.01,1007.01,0,5.18,0,2.57,partly-cloudy-day,1362754800
1362758400,0.81,1.68,60,0,2.8,Mostly Cloudy,,,0.96,-0.64,1007.11,0,4.54,0,2.24,partly-cloudy-day,1362758400
1362762000,0.83,1.19,53,0,2.58,Mostly Cloudy,,,0.97,-1.22,1007.49,0,5.12,0,1.59,partly-cloudy-night,1362762000
1362765600,0.83,0.98,51,0,2.13,Mostly Cloudy,,,0.98,-1.1,1007.52,0,4.89,0,1.29,partly-cloudy-night,1362765600
1362769200,0.9,0.94,58,0,2.19,Mostly Cloudy,,,0.98,-1.17,1007.51,0,5.31,0,1.29,partly-cloudy-night,1362769200
1362772800,0.89,0.86,62,0,2.31,Mostly Cloudy,,,0.98,-1.45,1007.39,0,4.28,0,1.16,partly-cloudy-night,1362772800
1362776400,0.98,0.89,70,0,2.69,Overcast,,,0.99,-1.92,1007.25,0,3.43,0,1.08,cloudy,1362776400
1362780000,0.98,0.39,58,0,2.6,Foggy,,,0.99,-2.48,1007.06,0,2.16,0,0.54,fog,1362780000
1362783600,0.98,0.37,49,0,2.07,Foggy,,,0.99,-1.96,1006.94,0,1.92,0,0.51,fog,1362783600
1362787200,0.98,0.31,50,0,1.74,Foggy,,,0.99,-1.54,1006.67,0,1.71,0,0.51,fog,1362787200
1362790800,0.98,0.29,48,0,1.9,Foggy,,,0.99,-1.86,1006.71,0,1.9,0,0.41,fog,1362790800
1362794400,0.98,0.21,45,0,2.02,Foggy,,,0.99,-2.13,1006.52,0,2.27,0,0.3,fog,1362794400
1362798000,0.98,0.11,37,0,1.95,Overcast,,,0.99,-2.16,1006.56,0,3.25,0,0.21,cloudy,1362798000
1362801600,0.81,0.03,42,0,1.7,Mostly Cloudy,,,0.99,-1.92,1006.52,0,3.4,0,0.12,partly-cloudy-night,1362801600
1362805200,0.83,-0.01,39,0,2.06,Mostly Cloudy,,,1,-2.48,1006.37,0,3.99,0,0.03,partly-cloudy-night,1362805200
1362808800,0.82,0.17,44,0,2.06,Mostly Cloudy,,,0.99,-2.23,1006.51,0,4.57,0,0.25,partly-cloudy-day,1362808800
1362812400,0.83,0.21,46,0,1.93,Mostly Cloudy,,,0.99,-2.03,1006.82,0,4.01,0,0.28,partly-cloudy-day,1362812400
1362816000,0.84,0.31,38,0,1.82,Mostly Cloudy,,,0.99,-1.74,1006.92,1,3.22,0,0.42,partly-cloudy-day,1362816000
1362819600,0.85,0.37,31,0,1.95,Mostly Cloudy,,,0.98,-1.66,1007,1,4.55,0,0.63,partly-cloudy-day,1362819600
1362823200,0.85,0.77,40,0,1.76,Mostly Cloudy,,,0.98,-0.85,1007.08,2,3.93,0,1.12,partly-cloudy-day,1362823200
1362826800,0.82,0.74,42,0,1.73,Mostly Cloudy,,,0.96,-0.58,1007.12,2,4.31,0,1.31,partly-cloudy-day,1362826800
1362830400,0.82,0.77,34,0,1.56,Mostly Cloudy,,,0.92,0.32,1006.77,2,4.46,0,1.9,partly-cloudy-day,1362830400
1362834000,0.82,0.53,47,,1.6,Mostly Cloudy,,rain,0.92,0.05,1006.53,1,4.91,,1.71,partly-cloudy-day,1362834000
1362837600,0.82,0.54,40,0,2.09,Mostly Cloudy,,,0.93,-0.69,1006.46,1,4.26,0,1.61,partly-cloudy-day,1362837600
1362841200,0.82,0.29,47,0,1.98,Mostly Cloudy,,,0.97,-1.58,1006.52,0,3.69,0,0.74,partly-cloudy-day,1362841200
1362844800,0.83,0.21,35,0,1.95,Foggy,,,0.97,-1.73,1006.55,0,2.9,0,0.57,fog,1362844800
1362848400,0.81,-0.62,50,0,2.17,Foggy,,,0.95,-2.51,1006.76,0,3.03,0,0.13,fog,1362848400
1362852000,0.83,-0.66,62,0,1.91,Mostly Cloudy,,,0.95,-2.37,1007.04,0,3.86,0,-0.02,partly-cloudy-night,1362852000
1362855600,0.83,-0.62,59,0,2.18,Mostly Cloudy,,,0.99,-3.23,1006.91,0,3.81,0,-0.48,partly-cloudy-night,1362855600
1362859200,0.82,-0.81,71,0,2,Mostly Cloudy,,,0.99,-3.17,1006.48,0,3.88,0,-0.62,partly-cloudy-night,1362859200
1362862800,0.82,-0.86,72,0,1.67,Foggy,,,0.98,-2.71,1006.22,0,3.07,0,-0.61,fog,1362862800
1362866400,0.82,-0.91,69,0,1.86,Foggy,,,0.98,-3.07,1005.78,0,2.96,0,-0.69,fog,1362866400
1362870000,0.82,-0.86,72,1,1.98,Light Snow,0.213,snow,0.99,-3.28,1005.24,0,2.29,0.254,-0.73,snow,1362870000
1362873600,0.82,-0.86,70,0,2.36,Foggy,,,0.99,-3.73,1005.06,0,2.12,0,-0.73,fog,1362873600
1362877200,0.82,-0.9,74,0,2.02,Foggy,,,0.99,-3.39,1004.54,0,1.56,0,-0.78,fog,1362877200
1362880800,0.81,-0.92,79,0,2.14,Foggy,,,0.99,-3.56,1003.83,0,1.58,0,-0.8,fog,1362880800
1362884400,0.83,-0.96,67,0,1.17,Foggy,,,0.99,-0.79,1003.47,0,2.33,0,-0.79,fog,1362884400
1362888000,0.83,-0.91,58,0,1.37,Foggy,,,0.99,-2.48,1003.24,0,2.49,0,-0.83,fog,1362888000
1362891600,0.83,-0.97,64,0,1.49,Foggy,,,0.99,-2.66,1002.82,0,2.96,0,-0.8,fog,1362891600
1362895200,0.84,-0.68,42,0,1.35,Foggy,,,0.99,-2.16,1002.81,0,2.88,0,-0.58,fog,1362895200
1362898800,0.85,-0.89,34,0,1.49,Foggy,,,0.96,-2.07,1002.88,0,2.96,0,-0.29,fog,1362898800
1362902400,0.85,-0.44,39,0,1.51,Foggy,,,0.95,-1.56,1002.71,1,2.93,0,0.19,fog,1362902400
1362906000,0.85,-0.13,52,0,1.47,Foggy,,,0.95,-1.09,1002.46,1,3.03,0,0.54,fog,1362906000
1362909600,0.83,0.56,50,0,2.09,Mostly Cloudy,,,0.98,-1.6,1002.16,2,3.51,0,0.83,partly-cloudy-day,1362909600
1362913200,0.83,0.59,43,0,1.31,Mostly Cloudy,,,0.96,1.1,1002.32,2,4.44,0,1.1,partly-cloudy-day,1362913200
1362916800,0.82,0.68,54,0,2.04,Mostly Cloudy,,,0.93,-0.61,1001.88,2,4.86,0,1.63,partly-cloudy-day,1362916800
1362920400,0.82,0.48,49,0,1.56,Mostly Cloudy,,,0.9,0.47,1001.52,1,4.7,0,2.02,partly-cloudy-day,1362920400
1362924000,0.82,0.57,48,0,2.18,Mostly Cloudy,,,0.93,-0.8,1001.59,1,4.47,0,1.59,partly-cloudy-day,1362924000
1362927600,0.8,0.54,52,0,2.14,Mostly Cloudy,,,0.93,-0.84,1001.56,0,4.81,0,1.52,partly-cloudy-day,1362927600
1362931200,0.81,0.41,59,0,2.11,Mostly Cloudy,,,0.94,-1.19,1001.51,0,5.21,0,1.2,partly-cloudy-day,1362931200
1362934800,0.85,0.28,53,0,2.02,Mostly Cloudy,,,0.97,-1.61,1001.55,0,3.8,0,0.75,partly-cloudy-night,1362934800
1362938400,0.82,0.24,58,0,2.87,Mostly Cloudy,,,0.98,-2.72,1001.86,0,3.93,0,0.56,partly-cloudy-night,1362938400
1362942000,0.81,0.07,58,0,2.22,Foggy,,,0.98,-2.28,1001.82,0,2.78,0,0.37,fog,1362942000
1362945600,0.84,-0.25,55,0,1.97,Foggy,,,0.98,-2.46,1001.75,0,2.77,0,-0.03,fog,1362945600
1362949200,0.82,-0.29,49,0,1.92,Foggy,,,0.98,-2.43,1001.7,0,1.5,0,-0.06,fog,1362949200
1362952800,0.82,-0.28,45,0,1.81,Foggy,,,0.99,-2.34,1001.52,0,1.72,0,-0.11,fog,1362952800
1362956400,0.82,-0.33,36,0,1.54,Foggy,,,0.99,-1.97,1001.2,0,1.66,0,-0.13,fog,1362956400
1362960000,0.82,-0.32,62,0,2.13,Foggy,,,0.98,-2.72,1001.16,0,1.72,0,-0.08,fog,1362960000
1362963600,0.82,-0.28,47,0,1.69,Foggy,,,0.99,-2.21,1000.54,0,1.85,0,-0.16,fog,1362963600
1362967200,0.78,-0.39,49,0,1.4,Foggy,,,0.99,-1.85,1000.06,0,1.45,0,-0.23,fog,1362967200
1362970800,0.8,-0.52,40,0,1.52,Foggy,,,0.99,-2.14,999.81,0,1.48,0,-0.32,fog,1362970800
1362974400,0.81,-0.48,23,0,1.94,Foggy,,,0.99,-2.74,999.57,0,1.45,0,-0.31,fog,1362974400
1362978000,0.8,-0.59,46,0,2.23,Foggy,,,0.99,-3.31,999.54,0,2.37,0,-0.49,fog,1362978000
1362981600,0.76,-0.49,41,,2.17,Foggy,,snow,0.99,-3.04,999.49,0,3.07,,-0.32,fog,1362981600
1362985200,0.9,0.34,68,1,1.9,Snow,0.386,snow,0.99,-1.72,999.8,0,3.54,0.508,0.53,snow,1362985200
1362988800,0.92,0.95,82,0,1.28,Foggy,,,0.98,1.21,999.9,1,2.78,0,1.21,fog,1362988800
1362992400,0.93,1.16,64,0,0.75,Mostly Cloudy,,,0.97,1.63,1000.11,1,3.59,0,1.63,partly-cloudy-day,1362992400
1362996000,0.92,1.77,5,0,0.89,Mostly Cloudy,,,0.95,2.47,,2,4.47,0,2.47,partly-cloudy-day,1362996000
1362999600,0.93,1.72,289,1,2.82,Mostly Cloudy,,rain,0.95,-0.49,,2,3.86,0.508,2.38,partly-cloudy-day,1362999600
1363003200,0.84,1.31,267,0,2.95,Mostly Cloudy,,,0.94,-0.91,1000.93,2,4.6,0,2.13,partly-cloudy-day,1363003200
1363006800,0.75,0.98,281,0,4.65,Mostly Cloudy,,,0.93,-2.25,,1,5.94,0,1.98,partly-cloudy-day,1363006800
1363010400,0.75,0.38,276,0,4.69,Mostly Cloudy,,,0.93,-3.01,,1,7.56,0,1.38,partly-cloudy-day,1363010400
1363014000,0.86,-1.04,282,0,3.79,Mostly Cloudy,,,0.91,-3.87,1002.88,0,5.34,0,0.22,partly-cloudy-day,1363014000
1363017600,0.75,-1.67,283,0,3.66,Mostly Cloudy,,,0.91,-4.57,,0,4.52,0,-0.43,partly-cloudy-day,1363017600
1363021200,0.72,-2.13,283,0,4.31,Mostly Cloudy,,,0.91,-5.52,,0,4.68,0,-0.83,partly-cloudy-night,1363021200
1363024800,0.89,-2.38,290,0,2.97,Mostly Cloudy,,,0.93,-5.12,1004.36,0,4.94,0,-1.37,partly-cloudy-night,1363024800
1363028400,0.69,-4.38,341,0,2.48,Mostly Cloudy,,,0.89,-6.34,,0,13.37,0,-2.82,partly-cloudy-night,1363028400
1363032000,0.77,-3.78,283,0,3.25,Mostly Cloudy,,,0.92,-7.01,,0,7.63,0,-2.73,partly-cloudy-night,1363032000
1363035600,0.84,-3.87,309,0,2.19,Mostly Cloudy,,,0.92,-5.92,1005.58,0,4.43,0,-2.76,partly-cloudy-night,1363035600
1363039200,0.77,-4.8,299,0,2.2,Mostly Cloudy,,,0.87,-6.12,,0,5.62,0,-2.92,partly-cloudy-night,1363039200
1363042800,0.77,-4.05,293,0,1.48,Mostly Cloudy,,,0.93,-5.24,,0,5.5,0,-3.1,partly-cloudy-night,1363042800
1363046400,0.79,-4.88,301,0,1.95,Mostly Cloudy,,,0.88,-6.14,1005.98,0,5.65,0,-3.22,partly-cloudy-night,1363046400
1363050000,0.77,-4.94,310,0,2.09,Mostly Cloudy,,,0.87,-6.21,,0,5.63,0,-3.11,partly-cloudy-night,1363050000
1363053600,0.77,-5.04,296,0,2.11,Mostly Cloudy,,,0.89,-6.71,,0,5.6,0,-3.53,partly-cloudy-night,1363053600
1363057200,0.8,-4.63,306,0,2.54,Mostly Cloudy,,,0.92,-7.29,1005.37,0,5.94,0,-3.56,partly-cloudy-night,1363057200
1363060800,0.77,-5.27,308,0,2.11,Mostly Cloudy,,,0.88,-6.78,,0,6.52,0,-3.58,partly-cloudy-night,1363060800
1363064400,0.79,-5.37,320,0,1.49,Mostly Cloudy,,,0.88,-5.88,,0,5.31,0,-3.63,partly-cloudy-night,1363064400
1363068000,0.82,-4.88,328,0,1.68,Mostly Cloudy,,,0.88,-5.73,1004.89,0,6.37,0,-3.23,partly-cloudy-day,1363068000
1363071600,0.76,-4.73,322,0,4.26,Mostly Cloudy,,,0.87,-7.94,,1,6.31,0,-2.82,partly-cloudy-day,1363071600
1363075200,0.77,-4.63,320,0,2.64,Mostly Cloudy,,,0.85,-6.01,,1,6.98,0,-2.39,partly-cloudy-day,1363075200
1363078800,0.84,-4.21,314,0,1.14,Mostly Cloudy,,,0.84,-1.95,1004.4,1,6.74,0,-1.95,partly-cloudy-day,1363078800
1363082400,0.8,-3.94,5,0,0.38,Mostly Cloudy,,,0.83,-1.49,1004.33,2,6.61,0,-1.49,partly-cloudy-day,1363082400
1363086000,0.8,-3.39,126,0,0.28,Mostly Cloudy,,,0.85,-1.16,1004.18,2,6.24,0,-1.16,partly-cloudy-day,1363086000
1363089600,0.78,-3.17,291,0,0.63,Mostly Cloudy,,,0.81,-0.29,1003.77,2,6.34,0,-0.29,partly-cloudy-day,1363089600
1363093200,0.8,-3.03,57,0,0.53,Mostly Cloudy,,,0.81,-0.21,1003.39,1,6.36,0,-0.21,partly-cloudy-day,1363093200
1363096800,0.81,-2.96,74,0,0.14,Mostly Cloudy,,,0.85,-0.73,1003.2,1,5.09,0,-0.73,partly-cloudy-day,1363096800
1363100400,0.84,-3.03,41,0,0.46,Mostly Cloudy,,,0.86,-1.01,1003.09,0,5.02,0,-1.01,partly-cloudy-day,1363100400
1363104000,0.84,-2.74,25,0,0.93,Mostly Cloudy,,,0.89,-1.21,1003.17,0,4.7,0,-1.21,partly-cloudy-day,1363104000
1363107600,0.85,-2.58,24,0,1.34,Mostly Cloudy,,,0.93,-1.63,1003.1,0,3.62,0,-1.63,partly-cloudy-night,1363107600
1363111200,0.83,-3.01,40,0,1.17,Mostly Cloudy,,,0.93,-2.09,1002.79,0,3.41,0,-2.09,partly-cloudy-night,1363111200
1363114800,0.85,-3.15,41,0,1.39,Mostly Cloudy,,,0.93,-4.11,1002.75,0,4.52,0,-2.24,partly-cloudy-night,1363114800
1363118400,0.87,-3.03,39,1,1.02,Light Snow,0.259,snow,0.95,-2.29,1002.64,0,4.35,0.254,-2.29,snow,1363118400
1363122000,0.85,-3.09,52,0,1.4,Mostly Cloudy,,,0.94,-4.21,1002.58,0,3.7,0,-2.31,partly-cloudy-night,1363122000
1363125600,0.85,-3.03,65,0,1.44,Foggy,,,0.95,-4.31,1002.32,0,2.2,0,-2.32,fog,1363125600
1363129200,0.84,-3.06,69,0,1.59,Foggy,,,0.96,-4.77,1001.98,0,2.74,0,-2.51,fog,1363129200
1363132800,0.84,-3.01,69,0,1.35,Foggy,,,0.96,-4.37,1001.68,0,2.74,0,-2.52,fog,1363132800
1363136400,0.84,-3.08,68,0,1.71,Foggy,,,0.95,-4.79,1001.1,0,2.57,0,-2.36,fog,1363136400
1363140000,0.82,-2.96,73,1,0.99,Snow,0.523,snow,0.96,-2.38,1000.74,0,2.49,0.508,-2.38,snow,1363140000
1363143600,0.84,-2.89,37,0,0.97,Foggy,,,0.97,-2.42,1000.32,0,2.16,0,-2.42,fog,1363143600
1363147200,0.82,-2.93,44,1,2.64,Light Snow,0.269,snow,0.98,-6.3,1000.28,0,2.19,0.254,-2.64,snow,1363147200
1363150800,0.85,-2.93,47,0,2.38,Foggy,,,0.98,-6.02,1000.12,0,1.98,0,-2.64,fog,1363150800
1363154400,0.86,-3.17,27,0,1.12,Foggy,,,0.96,-2.56,1000.39,0,2.48,0,-2.56,fog,1363154400
1363158000,0.84,-3.08,9,0,1.03,Foggy,,,0.94,-2.26,1000.45,1,3.09,0,-2.26,fog,1363158000
1363161600,0.84,-2.83,71,0,0.76,Mostly Cloudy,,,0.92,-1.71,1000.7,1,3.69,0,-1.71,partly-cloudy-day,1363161600
1363165200,0.84,-2.45,25,0,0.44,Mostly Cloudy,,,0.93,-1.48,1000.81,1,4.57,0,-1.48,partly-cloudy-day,1363165200
1363168800,0.84,-2.24,329,0,0.63,Mostly Cloudy,,,0.9,-0.76,1001.37,2,3.85,0,-0.76,partly-cloudy-day,1363168800
1363172400,0.86,-2.33,272,0,0.72,Mostly Cloudy,,,0.89,-0.74,1001.64,2,3.81,0,-0.74,partly-cloudy-day,1363172400
1363176000,0.86,-2.23,238,0,0.77,Mostly Cloudy,,,0.9,-0.76,1001.78,2,3.88,0,-0.76,partly-cloudy-day,1363176000
1363179600,0.85,-2.09,258,0,0.59,Mostly Cloudy,,,0.92,-0.91,1001.95,1,3.88,0,-0.91,partly-cloudy-day,1363179600
1363183200,0.85,-2.16,324,0,0.72,Mostly Cloudy,,,0.88,-0.39,1002.12,1,3.27,0,-0.39,partly-cloudy-day,1363183200
1363186800,0.84,-2.31,349,0,0.96,Mostly Cloudy,,,0.88,-0.59,1002.24,0,3.3,0,-0.59,partly-cloudy-day,1363186800
1363190400,0.83,-2.47,331,0,1.12,Mostly Cloudy,,,0.9,-0.98,1002.7,0,3.64,0,-0.98,partly-cloudy-day,1363190400
1363194000,0.8,-3.05,39,0,1.21,Mostly Cloudy,,,0.91,-1.81,1003.45,0,3.77,0,-1.81,partly-cloudy-night,1363194000
1363197600,0.8,-3.62,18,0,1.35,Mostly Cloudy,,,0.91,-4.17,1004.15,0,4.88,0,-2.35,partly-cloudy-night,1363197600
1363201200,0.81,-3.71,24,0,1.52,Mostly Cloudy,,,0.92,-4.71,1004.37,0,4.78,0,-2.55,partly-cloudy-night,1363201200
1363204800,0.83,-3.93,33,0,1.34,Mostly Cloudy,,,0.92,-2.83,1004.83,0,4.1,0,-2.83,partly-cloudy-night,1363204800
1363208400,0.85,-4.1,24,0,1.9,Mostly Cloudy,,,0.93,-5.94,1005.06,0,3.81,0,-3.11,partly-cloudy-night,1363208400
1363212000,0.83,-4.39,21,1,2.06,Light Snow,0.287,snow,0.92,-6.34,1005.34,0,4.3,0.254,-3.27,snow,1363212000
1363215600,0.83,-4.47,30,0,2.51,Mostly Cloudy,,,0.93,-7.18,1005.61,0,3.83,0,-3.49,partly-cloudy-night,1363215600
1363219200,0.84,-4.63,34,0,1.91,Mostly Cloudy,,,0.94,-6.78,1005.91,0,4.47,0,-3.82,partly-cloudy-night,1363219200
1363222800,0.85,-5.24,28,0,2.1,Mostly Cloudy,,,0.91,-7.17,1005.93,0,4.55,0,-3.93,partly-cloudy-night,1363222800
1363226400,0.85,-5.41,31,0,2.51,Mostly Cloudy,,,0.9,-7.86,1005.92,0,4.75,0,-4.07,partly-cloudy-night,1363226400
1363230000,0.85,-5.67,41,0,2.35,Mostly Cloudy,,,0.93,-8.35,1005.61,0,4.89,0,-4.65,partly-cloudy-night,1363230000
1363233600,0.85,-6.34,31,0,3.51,Mostly Cloudy,,,0.89,-9.81,1006.06,0,4.89,0,-4.84,partly-cloudy-night,1363233600
1363237200,0.86,-6.57,39,0,2.64,Mostly Cloudy,,,0.89,-9.14,1006.18,0,4.51,0,-5.02,partly-cloudy-night,1363237200
1363240800,0.87,-6.89,24,0,3.1,Mostly Cloudy,,,0.86,-9.49,1006.87,0,4.81,0,-4.91,partly-cloudy-day,1363240800
1363244400,0.86,-6.64,28,1,3.64,Snow,0.688,snow,0.89,-10.2,1006.88,1,3.88,0.508,-5.06,snow,1363244400
1363248000,0.85,-7.27,34,1,4.48,Light Snow,0.348,snow,0.85,-11.03,1006.48,1,4.38,0.254,-5.18,snow,1363248000
1363251600,0.86,-7.44,30,1,4.4,Light Snow,0.351,snow,0.84,-11.02,1006.84,1,4.36,0.254,-5.23,snow,1363251600
1363255200,0.87,-7.18,32,1,4.09,Light Snow,0.351,snow,0.86,-10.81,1006.95,2,4.47,0.254,-5.26,snow,1363255200
1363258800,0.86,-7.62,31,0,4.86,Mostly Cloudy,,,0.83,-11.29,1006.52,2,5.94,0,-5.18,partly-cloudy-day,1363258800
1363262400,0.87,-7.77,28,1,5.01,Light Snow,0.353,snow,0.83,-11.58,1005.52,2,6.39,0.254,-5.32,snow,1363262400
1363266000,0.87,-7.78,18,1,5.54,Light Snow,0.353,snow,0.83,-11.96,1005.72,1,5.2,0.254,-5.34,snow,1363266000
1363269600,0.87,-7.64,17,1,4.65,Snow,0.754,snow,0.89,-12.27,1004.96,1,2.64,0.508,-6.08,snow,1363269600
1363273200,0.87,-7.81,20,1,4.73,Snow,1.161,snow,0.9,-12.69,1005.12,0,2.53,0.762,-6.37,snow,1363273200
1363276800,0.84,-8.01,19,1,4.6,Heavy Snow,1.575,snow,0.89,-12.84,1005.03,0,2.43,1.016,-6.57,snow,1363276800
1363280400,0.83,-8.21,17,1,4.8,Heavy Snow,3.203,snow,0.89,-13.23,1005.36,0,2.59,2.032,-6.77,snow,1363280400
1363284000,0.83,-8.31,15,1,5.02,Heavy Snow,3.228,snow,0.89,-13.51,1005.52,0,2.66,2.032,-6.86,snow,1363284000
1363287600,0.83,-8.57,10,1,4.83,Heavy Snow,3.302,snow,0.89,-13.71,1005.4,0,2.75,2.032,-7.13,snow,1363287600
1363291200,0.83,-8.92,3,1,5.12,Heavy Snow,3.424,snow,0.9,-14.48,1005.21,0,2.66,2.032,-7.58,snow,1363291200
1363294800,0.87,-9.09,1,1,6.02,Heavy Snow,3.465,snow,0.9,-15.27,1004.68,0,2.82,2.032,-7.73,snow,1363294800
1363298400,0.87,-9.25,2,1,5.85,Heavy Snow,3.503,snow,0.9,-15.33,1004.19,0,2.78,2.032,-7.86,snow,1363298400
1363302000,0.87,-9.47,0,1,5.82,Heavy Snow,3.541,snow,0.89,-15.49,1003.83,0,3.46,2.032,-8,snow,1363302000
1363305600,0.87,-9.53,358,1,5.94,Heavy Snow,3.523,snow,0.88,-15.48,1003.48,0,3.48,2.032,-7.94,snow,1363305600
1363309200,0.87,-9.77,354,1,5.87,Heavy Snow,3.523,snow,0.87,-15.43,1002.85,0,3.77,2.032,-7.93,snow,1363309200
1363312800,0.87,-9.99,354,1,5.93,Heavy Snow,1.763,snow,0.85,-15.48,1002.45,0,3.7,1.016,-7.94,snow,1363312800
